Basho,Oguruma,Kagamiyama,Azumazeki,Minezaki,Nakagawa,Izutsu,Takanohana,Kasugayama,Asahiyama,Mihogaseki,Magaki,Hanaregoma,Nishonoseki,Nakamura,Hanakago,Oshima,Tagonoura,Takashima,Kiriyama,Araiso
2011.07,13-2-O Kotokaze--61-,2-0-S Tagaryu--30-,9-2-M10 Ushiomaru--6-,5-0-M2 Misugiiso--50-,,8-1-S Sakahoko--27-,13-0-Y Takanohana--108-,21-0-M1 Kasugafuji--32-,11-0-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,3-0-S Kongo--60-,7-0-S Fujizakura--55-,12-1-S Daijuyama--17-,7-1-O Asahikuni--67-,9-1-M1 Kushimaumi--82-,1-0-S Koboyama-HS-86-,,
2011.09,13-3-O Kotokaze--61-,2-0-S Tagaryu--30-,9-2-M10 Ushiomaru--6-,5-0-M2 Misugiiso--50-,,7-1-S Sakahoko--27-,13-0-Y Takanohana--108-,21-0-M1 Kasugafuji--32-,11-0-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,3-0-S Kongo--60-,7-1-S Fujizakura--55-,12-0-S Daijuyama--17-,7-2-O Asahikuni--67-,9-1-M1 Kushimaumi--82-,,,
2011.11,13-3-O Kotokaze--61-,2-0-S Tagaryu--30-,7-1-M10 Ushiomaru--6-,4-0-M2 Misugiiso--50-,,7-1-S Sakahoko--27-,13-0-Y Takanohana--108-,21-0-M1 Kasugafuji--32-,10-0-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,3-0-S Kongo--60-,7-0-S Fujizakura--55-,12-0-S Daijuyama--17-,7-3-O Asahikuni--67-,9-1-M1 Kushimaumi--82-,,,
2012.01,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,7-1-M10 Ushiomaru--6-,4-0-M2 Misugiiso--50-,,6-1-S Sakahoko--27-,13-0-Y Takanohana--108-,21-0-M1 Kasugafuji--32-,10-0-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,3-0-S Kongo--60-,7-0-S Fujizakura--55-,11-0-S Daijuyama--17-,7-3-O Asahikuni--67-,8-1-M1 Kushimaumi-HS-82-,,,
2012.03,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,8-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,6-1-S Sakahoko--27-,14-0-Y Takanohana--108-,23-0-M11 Hamanishiki-HT-32-,10-0-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,3-0-S Kongo--60-,7-0-S Fujizakura--55-,11-1-S Daijuyama--17-,7-3-O Asahikuni--67-,,,,
2012.05,14-4-O Kotokaze--61-,2-0-S Tagaryu--30-,8-1-M10 Ushiomaru--6-,6-0-M2 Misugiiso--50-,,6-1-S Sakahoko--27-,13-0-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,10-0-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,3-0-S Kongo--60-,7-0-S Fujizakura--55-,10-0-S Daijuyama-HS-17-,7-3-O Asahikuni-HS-67-,,,,
2012.07,14-4-O Kotokaze--61-,2-0-S Tagaryu--30-,7-1-M10 Ushiomaru--6-,14-0-M2 Misugiiso--50-,,6-1-S Sakahoko--27-,13-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,10-1-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,3-0-S Kongo--60-,7-0-S Fujizakura--55-,,,,,,
2012.09,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,7-1-M10 Ushiomaru--6-,14-1-M2 Misugiiso--50-,,6-1-S Sakahoko--27-,13-1-Y Takanohana--108-,22-0-M11 Hamanishiki--32-,10-1-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,3-0-S Kongo--60-,7-0-S Fujizakura--55-,,,,,,
2012.11,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,5-1-M10 Ushiomaru--6-,14-0-M2 Misugiiso--50-,,6-1-S Sakahoko--27-,13-1-Y Takanohana--108-,22-0-M11 Hamanishiki--32-,10-0-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu--18-,3-0-S Kongo--60-,7-0-S Fujizakura-HS-55-,,,,,,
2013.01,14-2-O Kotokaze--61-,2-1-S Tagaryu--30-,10-1-M10 Ushiomaru--6-,13-0-M2 Misugiiso--50-,,5-1-S Sakahoko--27-,14-1-Y Takanohana--108-,25-0-M11 Hamanishiki--32-,10-0-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II--43-,8-0-O Kaiketsu-HS-18-,3-0-S Kongo-HS-60-,,,,,,,
2013.03,14-2-O Kotokaze--61-,2-1-S Tagaryu--30-,9-0-M10 Ushiomaru--6-,13-0-M2 Misugiiso--50-,,5-1-S Sakahoko--27-,15-1-Y Takanohana--108-,24-0-M11 Hamanishiki--32-,10-1-O Daiju--4-,10-1-O Masuiyama II--47-,4-0-Y Wakanohana II-HS-43-,,,,,,,,,
2013.05,14-2-O Kotokaze--61-,2-1-S Tagaryu--30-,9-0-M10 Ushiomaru--6-,13-0-M2 Misugiiso--50-,,5-1-S Sakahoko--27-,15-1-Y Takanohana--108-,24-0-M11 Hamanishiki--32-,10-1-O Daiju--4-,9-1-O Masuiyama II--47-,,,,,,,,,,
2013.07,14-2-O Kotokaze--61-,2-1-S Tagaryu--30-,9-0-M10 Ushiomaru--6-,13-0-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,14-1-Y Takanohana--108-,24-0-M11 Hamanishiki--32-,9-1-O Daiju--4-,9-1-O Masuiyama II--47-,,,,,,,,,,
2013.09,14-2-O Kotokaze--61-,2-1-S Tagaryu--30-,9-0-M10 Ushiomaru--6-,14-0-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,14-1-Y Takanohana--108-,24-0-M11 Hamanishiki--32-,9-0-O Daiju--4-,8-1-O Masuiyama II-HS-47-,,,,,,,,,,
2013.11,13-2-O Kotokaze--61-,2-1-S Tagaryu--30-,9-0-M10 Ushiomaru--6-,14-0-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,15-1-Y Takanohana--108-,24-0-M11 Hamanishiki--32-,9-0-O Daiju--4-,,,,,,,,,,,
2014.01,13-2-O Kotokaze--61-,2-1-S Tagaryu--30-,8-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,15-1-Y Takanohana--108-,24-0-M11 Hamanishiki--32-,9-0-O Daiju--4-,,,,,,,,,,,
2014.03,14-2-O Kotokaze--61-,2-1-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,14-1-M2 Misugiiso--50-,,5-1-S Sakahoko--27-,15-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,10-0-O Daiju--4-,,,,,,,,,,,
2014.05,14-2-O Kotokaze--61-,2-1-S Tagaryu--30-,12-0-M10 Ushiomaru--6-,14-1-M2 Misugiiso--50-,,5-1-S Sakahoko--27-,15-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,10-0-O Daiju--4-,,,,,,,,,,,
2014.07,13-2-O Kotokaze--61-,2-1-S Tagaryu--30-,12-0-M10 Ushiomaru--6-,14-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,14-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,8-0-O Daiju--4-,,,,,,,,,,,
2014.09,12-2-O Kotokaze--61-,2-1-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,14-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,7-0-O Daiju--4-,,,,,,,,,,,
2014.11,12-2-O Kotokaze--61-,2-1-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,14-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,7-0-O Daiju--4-,,,,,,,,,,,
2015.01,12-2-O Kotokaze--61-,2-1-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,13-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,7-0-O Daiju-HS-4-,,,,,,,,,,,
2015.03,13-3-O Kotokaze--61-,2-1-S Tagaryu--30-,13-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,13-1-Y Takanohana--108-,24-0-M11 Hamanishiki--32-,,,,,,,,,,,,
2015.05,12-3-O Kotokaze--61-,2-1-S Tagaryu--30-,13-0-M10 Ushiomaru--6-,14-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,13-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,,,,,,,,,,,,
2015.07,12-3-O Kotokaze--61-,2-1-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,12-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,,,,,,,,,,,,
2015.09,12-3-O Kotokaze--61-,2-1-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,12-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,,,,,,,,,,,,
2015.11,13-3-O Kotokaze--61-,2-1-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,12-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,,,,,,,,,,,,
2016.01,13-3-O Kotokaze--61-,2-1-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,14-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,12-1-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,,,,,,,,,,,,
2016.03,16-3-O Kotokaze--61-,2-1-S Tagaryu--30-,12-0-M10 Ushiomaru--6-,15-1-M2 Misugiiso--50-,,5-1-S Sakahoko--27-,12-1-Y Takanohana--108-,24-0-M11 Hamanishiki--32-,,,,,,,,,,,,
2016.05,17-3-O Kotokaze--61-,2-1-S Tagaryu--30-,12-0-M10 Ushiomaru--6-,14-1-M2 Misugiiso--50-,,5-1-S Sakahoko--27-,12-2-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,,,,,,,,,,,,
2016.07,13-3-O Kotokaze--61-,2-0-S Tagaryu--30-,12-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,5-1-S Sakahoko--27-,12-2-Y Takanohana--108-,23-0-M11 Hamanishiki--32-,,,,,,,,,,,,
2016.09,13-3-O Kotokaze--61-,2-0-S Tagaryu--30-,12-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,5-1-S Sakahoko--27-,12-2-Y Takanohana--108-,23-0-M11 Hamanishiki-HS-32-,,,,,,,,,,,,
2016.11,13-3-O Kotokaze--61-,2-0-S Tagaryu--30-,12-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,10-2-Y Takanohana--108-,,,,,,,,,,,,,
2017.01,13-3-O Kotokaze--61-,2-0-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,,4-1-S Sakahoko--27-,10-2-Y Takanohana--108-,,,,,,,,,,,,,
2017.03,14-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,9-0-M14 Asahisato-HB-54-,5-1-S Sakahoko--27-,10-2-Y Takanohana--108-,,,,,,,,,,,,,
2017.05,16-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,9-0-M14 Asahisato--54-,5-1-S Sakahoko--27-,10-3-Y Takanohana--108-,,,,,,,,,,,,,
2017.07,16-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,12-1-M2 Misugiiso--50-,9-0-M14 Asahisato--54-,5-1-S Sakahoko--27-,10-2-Y Takanohana--108-,,,,,,,,,,,,,
2017.09,16-4-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,9-0-M14 Asahisato--54-,5-1-S Sakahoko--27-,9-2-Y Takanohana--108-,,,,,,,,,,,,,
2017.11,17-4-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,9-0-M14 Asahisato--54-,5-1-S Sakahoko--27-,9-3-Y Takanohana--108-,,,,,,,,,,,,,
2018.01,17-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,13-1-M2 Misugiiso--50-,8-0-M14 Asahisato--54-,4-1-S Sakahoko--27-,9-3-Y Takanohana--108-,,,,,,,,,,,,,
2018.03,17-4-O Kotokaze--61-,2-0-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,12-1-M2 Misugiiso--50-,8-0-M14 Asahisato--54-,4-1-S Sakahoko--27-,10-4-Y Takanohana--108-,,,,,,,,,,,,,
2018.05,17-3-O Kotokaze--61-,2-0-S Tagaryu--30-,11-0-M10 Ushiomaru--6-,12-1-M2 Misugiiso--50-,8-0-M14 Asahisato--54-,4-1-S Sakahoko--27-,10-3-Y Takanohana--108-,,,,,,,,,,,,,
2018.07,16-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,12-1-M2 Misugiiso--50-,8-0-M14 Asahisato--54-,4-1-S Sakahoko--27-,9-3-Y Takanohana--108-,,,,,,,,,,,,,
2018.09,16-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,12-1-M2 Misugiiso--50-,8-0-M14 Asahisato--54-,3-1-S Sakahoko--27-,8-3-Y Takanohana-HS-108-,,,,,,,,,,,,,
2018.11,16-4-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,12-1-M2 Misugiiso--50-,8-0-M14 Asahisato--54-,3-1-S Sakahoko--27-,,,,,,,,,,,,,,
2019.01,16-4-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,12-1-M2 Misugiiso--50-,9-0-M14 Asahisato--54-,3-1-S Sakahoko--27-,,,,,,,,,,,,,,
2019.03,15-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,12-1-M2 Misugiiso--50-,10-0-M14 Asahisato--54-,3-1-S Sakahoko--27-,,,,,,,,,,,,,,
2019.05,15-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,12-1-M2 Misugiiso--50-,10-0-M14 Asahisato--54-,3-1-S Sakahoko--27-,,,,,,,,,,,,,,
2019.07,15-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,11-1-M2 Misugiiso--50-,10-0-M14 Asahisato--54-,3-1-S Sakahoko--27-,,,,,,,,,,,,,,
2019.09,15-3-O Kotokaze--61-,2-0-S Tagaryu--30-,10-0-M10 Ushiomaru--6-,11-0-M2 Misugiiso--50-,10-0-M14 Asahisato--54-,3-1-S Sakahoko-HS-27-,,,,,,,,,,,,,,
2019.11,14-2-O Kotokaze--61-,2-0-S Tagaryu--30-,9-0-M10 Ushiomaru--6-,11-0-M2 Misugiiso--50-,9-0-M14 Asahisato--54-,,,,,,,,,,,,,,,
2020.01,14-2-O Kotokaze--61-,2-0-S Tagaryu--30-,9-0-None--6-,11-0-M2 Misugiiso--50-,10-0-M14 Asahisato--54-,,,,,,,,,,,,,,,
2020.03,15-2-O Kotokaze--61-,2-0-S Tagaryu--30-,8-0-K Takamisakari-HT-6-,10-0-M2 Misugiiso--50-,10-0-M14 Asahisato--54-,,,,,,,,,,,,,,,
2020.07,15-0-O Kotokaze--61-,2-0-S Tagaryu--30-,8-0-K Takamisakari--6-,10-0-M2 Misugiiso--50-,9-0-M14 Asahisato-HS-54-,,,,,,,,,,,,,,,
2020.09,15-0-O Kotokaze--61-,2-0-S Tagaryu--30-,7-0-K Takamisakari--6-,8-0-M2 Misugiiso--50-,,,,,,,,,,,,,,,,
2020.11,15-0-O Kotokaze--61-,2-0-S Tagaryu--30-,7-0-K Takamisakari--6-,8-0-M2 Misugiiso--50-,,,,,,,,,,,,,,,,
2021.01,15-1-O Kotokaze--61-,2-0-S Tagaryu--30-,7-0-K Takamisakari-HS-6-,7-0-M2 Misugiiso--50-,,,,,,,,,,,,,,,,
2021.03,16-1-O Kotokaze--61-,2-0-S Tagaryu--30-,,7-0-M2 Misugiiso-HS-50-,,,,,,,,,,,,,,,,
2021.05,15-0-O Kotokaze--61-,2-0-S Tagaryu--30-,,,,,,,,,,,,,,,,,,
2021.07,15-1-O Kotokaze--61-,2-0-S Tagaryu-HS-30-,,,,,,,,,,,,,,,,,,
2021.09,14-1-O Kotokaze--61-,,,,,,,,,,,,,,,,,,,
2021.11,14-1-O Kotokaze--61-,,,,,,,,,,,,,,,,,,,
2022.01,14-1-O Kotokaze-HS-61-,,,,,,,,,,,,,,,,,,,
